timestamp,symbol,title,content,source,time,diff
"2026-01-18T01:07:20.113275","NEWS","DEADLINE ALERT: Faruqi & Faruqi, LLP Investigates Claims on Behalf of Investors of Vistagen Therapeutics","Faruqi & Faruqi, LLP Securities Litigation Partner\u{a0}James (Josh) Wilson Encourages Investors Who Suffered In Vistagen To Contact Him Directly To Discuss Their Options","GlobeNewswire",1768746137436,1
"2026-01-18T05:59:03.454935","NEWS","'Wrecked by dietitians' and 'sweaty' packaging: Your views on Hot School Meals","Politicians heard this week that the scheme isn’t sustainable, while some teachers said the short time allowed for children to eat isn’t helping.","TheJournal.ie",1768746137436,1
"2026-01-18T04:33:55.208769","NEWS","INTERACTIVE: Fraud finfluencers in SC net","The Securities Commission is tightening enforcement on unlicensed finfluencers, issuing warnings, fines and charges amid rising online investment scams and misleading social media promotions. Read full story","The Star Online",1768746137436,1
"2026-01-18T18:14:50.763043","AMZN","Real-time update for AMZN","AMZN trading at $239.1200, 0.3947% change.","Alpha Vantage",1768746137436,1
"2026-01-18T12:06:40.178476","GOOGL","Real-time update for GOOGL","GOOGL trading at $330.0000, -0.8354% change.","Alpha Vantage",1768746137436,1
"2026-01-18T17:22:17.055957","GOOGL","Real-time update for GOOGL","GOOGL trading at $330.0000, -0.8354% change.","Alpha Vantage",1768746137436,1
"2026-01-18T06:30:38.884530","NEWS","Bills vs Broncos Predictions: Best Odds at Prediction Markets Like Kalshi","We break down the odds available for Bills vs. Broncos at prediction markets, ahead of their Divisional Round game.","Covers.com",1768746137436,1
"2026-01-17T19:38:45.482822","MSFT","Real-time update for MSFT","MSFT trading at $459.8600, 0.7007% change.","Alpha Vantage",1768746137436,1
"2026-01-18T02:01:59.971847","NEWS","VALUE LINE, INC. DECLARES A QUARTERLY CASH DIVIDEND OF $0.325 PER COMMON SHARE AND APPOINTS NEW BOARD MEMBER","NEW YORK, Jan. 16, 2026 (GLOBE NEWSWIRE) -- Value Line, Inc. (NASDAQ:\u{a0}VALU\r\n)\r\n announced today that its Board of Directors declared on January 16, 2026 a quarterly cash dividend of $0.325 per common share, payable on February 10, 2026, to stockholders of rec…","GlobeNewswire",1768746137436,1
"2026-01-18T03:27:05.430743","NEWS","Intel Reports Earnings on January 22. Here Is Where Options Data Says INTC Stock Could Be Trading Next.","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]","Yahoo Entertainment",1768746137436,1
"2026-01-18T03:08:51.851894","NEWS","The Legend Of Zelda Movie Will Stream Exclusively On Netflix Once It Leaves Theaters","Also: Nvidia RTX 5070 Ti isn't as dead as it sounds, at least according to Asus\nThe post The Legend Of Zelda Movie Will Stream Exclusively On Netflix Once It Leaves Theaters appeared first on Kotaku.","Kotaku",1768746137436,1
"2026-01-18T02:08:03.594052","NEWS","Big Picture: Houston Native Rod Wright Sparks Dominant Texans Defensive Front","An unsung part of the Texans' dominant defensive front is a hometown coach on the defensive line.","Fox Sports",1768746137436,1
"2026-01-18T14:44:13.565169","NEWS","5 mutual funds made complete exit from these 7 midcap stocks in December","Five mutual funds made complete exit from seven midcap stocks in December. Fund houses add or sell stocks to actively manage their portfolios and generate good returns. Here is a detailed breakup, according to a report by Nuvama Institutional Equities. Comple…","Economictimes.com",1768746137436,1
"2026-01-18T00:43:02.975108","NEWS","1971 Oldsmobile Cutlass Supreme Convertible Project at No Reserve","This 1971 Oldsmobile Cutlass Supreme convertible is a non-running project that is equipped with a 350ci V8 and a three-speed automatic transmission. The body is finished in blue, and the car is further equipped with with Super Stock I wheels, power-assisted d…","Bringatrailer.com",1768746137436,1
"2026-01-18T03:57:27.490172","NEWS","Investors Put More Than $55 Billion Behind Space Startups Last Year","In this week’s edition of The Prototype, we look at the booming space industry, better space weather forecasts, the first medical evacuation from space and more.","Forbes",1768746137436,1
"2026-01-18T00:49:07.317432","NEWS","1971 Oldsmobile Cutlass Supreme Convertible Project at No Reserve","This 1971 Oldsmobile Cutlass Supreme convertible is a non-running project that is equipped with a 350ci V8 and a three-speed automatic transmission. The body is finished in blue, and the car is further equipped with with Super Stock I wheels, power-assisted d…","Bringatrailer.com",1768746137436,1
"2026-01-17T19:14:53.014232","NEWS","JPMorgan forms new unit to help companies tap into private capital","JPMorgan's new unit could accelerate the shift towards private markets, offering companies innovative funding alternatives and reshaping capital access.\nThe post JPMorgan forms new unit to help companies tap into private capital appeared first on Crypto Brief…","Crypto Briefing",1768746137436,1
"2026-01-18T16:28:26.745593","NEWS","Crypto market steady at $3.22 trillion as Bitcoin consolidates near $95,300","Crypto markets stayed stable in mid-January with total capitalization at $3.22 trillion. Bitcoin consolidated near $95,000, while select altcoins gained. Analysts see a bullish structure, improving macro conditions, rising institutional participation, and pot…","The Times of India",1768746137436,1
"2026-01-18T05:22:36.081933","NEWS","Mamdani announces $2.1M settlement with major landlord as tenants describe 'nightmare' conditions","NYC reaches $2.1M settlement with A&E Real Estate over 14 buildings, forcing repairs of 4,000+ violations and ending alleged tenant harassment practices.","Fox News",1768746137436,1
"2026-01-18T16:12:01.834602","NEWS","Beats Pill Red @ $149 Officeworks","$149 available for Red and Gold colours. Gold is not online, but Officeworks Doncaster got 3 in stock, and I just got one. Down from $249.95.","Ozbargain.com.au",1768746137436,1
"2026-01-18T01:25:33.921077","NEWS","How to Preorder the First LEGO and Pokémon Collab: Pikachu, Eevee, and More","Photo Credit: LEGO\nThe first-ever LEGO Pokémon wave turns classic Trainer memories into three adult display builds launching on February 27, 2026. All three sets are part of the same drop, and each one leans into poseable figures, recognizable silhouettes, an…","ComicBook.com",1768746137436,1
"2026-01-17T19:51:52.913479","NEWS","The \"Paramount-Warner Bros. Corporation\" Nearly Happened","If past is present in Hollywood, there's lessons for both David Ellison and David Zaslav from merger mania 100 years ago.","Hollywood Reporter",1768746137436,1
"2026-01-18T12:06:56.049136","MSFT","Real-time update for MSFT","MSFT trading at $459.8600, 0.7007% change.","Alpha Vantage",1768746137436,1
"2026-01-18T06:48:56.976495","NEWS","49ers vs Seahawks Predictions: Best Odds at Prediction Markets Like Kalshi","We break down the odds available for 49ers vs. Seahawks at prediction markets, ahead of their Wild Card Round game.","Covers.com",1768746137436,1
"2026-01-18T17:04:53.001819","NEWS","Judge rules ICE agents can't arrest or use pepper-spray on peaceful protesters in Minnesota","Crowds of protesters have clashed with immigration officers across Minneapolis following the killing of 37-year-old Renee Good.","TheJournal.ie",1768746137436,1
"2026-01-18T05:52:59.571072","NEWS","ArrowMark Financial Corp. Releases Month End Estimated Net Asset Value as of December 2025","DENVER, Jan. 16, 2026 (GLOBE NEWSWIRE) -- ArrowMark Financial Corp., (NASDAQ: BANX) (\"ArrowMark Financial\"), today announced that BANX’s estimated and unaudited Net Asset Value (“NAV”) as of December 31, 2025, was $21.96.","GlobeNewswire",1768746137436,1
"2026-01-17T19:06:39.949748","NEWS","The Denver Broncos’ defense has the horsepower to stop the Buffalo Bills","If the Denver Broncos win in the Divisional Round, it’s because their defense stopped Buffalo Bills QB Josh Allen.","Buffalo Rumblings",1768746137436,1
"2026-01-17T17:23:02.490277","AAPL","Real-time update for AAPL","AAPL trading at $255.5300, -1.0379% change.","Alpha Vantage",1768746137436,1
"2026-01-18T02:01:59.971998","NEWS","Here's what happened today: Friday","The most important Irish and international stories you need to know today","TheJournal.ie",1768746137436,1
"2026-01-18T15:32:40.368968","NEWS","Iran's Leader Khamenei calls Trump 'criminal' for causing casualties, damage, slander on Iranians","Iran's \u{200b}supreme leader \u{2060}Ali Khamenei said on Saturday \u{200c}that \u{200c}Iran considers \u{200c}U.S. President Donald Trump a \"criminal\" for inflicting \u{200b}casualties, damage, \u{200b}and slander \u{200c}on the \u{200d}Iranian \u{200d}people during the protests.","The Times of India",1768746137436,1
"2026-01-18T17:22:49.161860","AMZN","Real-time update for AMZN","AMZN trading at $239.1200, 0.3947% change.","Alpha Vantage",1768746137436,1
"2026-01-18T03:08:51.844672","NEWS","InspireSemi Provides Administrative Updates","VANCOUVER, British Columbia and AUSTIN, Texas, Jan. 16, 2026 (GLOBE NEWSWIRE) — Inspire Semiconductor Holdings Inc. (“InspireSemi” or the “Company”) is a chip design company that provides revolutionary high-performance, energy-efficient accelerated computing …","Financial Post",1768746137436,1
"2026-01-18T15:14:29.635729","NEWS","ICICI Bank Q3 profit drops 4% YoY as RBI seeks more provisions; CEO Sandeep Bakhshi’s term extended for 2 years","The bank's board approved a reappointment for CEO Sandeep Bakhshi, but for two years instead of the usual three.","Livemint",1768746137436,1
"2026-01-18T02:32:21.179587","NEWS","Hingham Savings Reports 2025 Results","HINGHAM, Mass., Jan. 16, 2026 (GLOBE NEWSWIRE) -- HINGHAM INSTITUTION FOR SAVINGS (NASDAQ: HIFS), Hingham, Massachusetts announced earnings for the fourth quarter and the year ended December 31, 2025.","GlobeNewswire",1768746137436,1
"2026-01-18T17:17:00.748384","NEWS","Spotify Lifts Monthly Premium Fee to $12.99","Spotify Technology S.A. (NYSE:SPOT) is among the stocks with the best earnings growth for the next 5 years. On January 15, Spotify Technology S.A. (NYSE:SPOT...","Yahoo Entertainment",1768746137436,1
"2026-01-18T15:02:15.441033","NEWS","Hot Mics and Hard Truths: Inside the Chaos of Earnings Season","If you’ve ever wondered what modern capitalism sounds like, it’s not a trading floor or a Silicon Valley pitch deck. It’s an endlessly patient operator saying, “Ladies and gentlemen, thank you for standing by,” followed by a chief financial officer reading nu…","pymnts.com",1768746137436,1
"2026-01-18T18:51:50.303291","NEWS","Dan Ives Calls It 1996, Not 1999 — 3 AI Stocks Wall Street Still Isn't Pricing In","Dan Ives is pushing back on the market's biggest AI anxiety. As tech earnings kick off, the Wedbush analyst says this isn't a 1999-style excess cycle — it's ...","Yahoo Entertainment",1768746137436,1
"2026-01-18T06:24:32.552581","NEWS","Tech Mahindra posts strongest December quarter in three years","Tech Mahindra posted its strongest quarterly performance in three years, with net profit rising 14% year-on-year to Rs 1,122 crore and revenue up 8% to Rs 14,393 crore, supported by large deal wins and core vertical growth. Margins improved for the ninth cons…","The Times of India",1768746137436,1
"2026-01-18T06:42:17.897301","MSFT","Real-time update for MSFT","MSFT trading at $459.8600, 0.7007% change.","Alpha Vantage",1768746137436,1
"2026-01-18T05:46:54.728918","NEWS","Matrix Reloaded: January 16, 2026","Thanks to the Red Sox, the FA Matrix's yearly 30 (FA Signings) for 30 (Teams) is complete.","Fangraphs.com",1768746137436,1
"2026-01-18T03:45:19.428202","NEWS","The essential guide to Micron’s chip project in Upstate NY: Timeline, hiring, construction and costs - Syracuse.com","The essential guide to Micron’s chip project in Upstate NY: Timeline, hiring, construction and costsSyracuse.com Micron breaks ground for its chips plants in ClayWSYR Micron Stock Is Soaring -- Breaks Ground on $100 Billion Semiconductor FacilityYahoo Finance…","Slashdot.org",1768746137436,1
"2026-01-18T04:40:00.103765","NEWS","OpenAI Is Starting To Test Ads On ChatGPT","OpenAI is beginning to test advertising on its popular ChatGPT platform, potentially opening up a multi-billion-dollar annual revenue opportunity. The company announced the move on Friday. Given the computing power required by AI tools, OpenAI is spending muc…","Deadline",1768746137436,1
"2026-01-17T18:42:58.034821","MSFT","Real-time update for MSFT","MSFT trading at $459.8600, 0.7007% change.","Alpha Vantage",1768746137436,1
"2026-01-17T19:20:21.432812","NEWS","2026 NFL draft: New York Jets' top 3 remaining quarterback options","Identifying the New York Jets' top three remaining QB options in the 2026 NFL draft after Dante Moore went back to Oregon.","USA Today",1768746137436,1
"2026-01-17T20:40:31.340015","NEWS","SEBI to sharpen focus on capital formation, market depth: Tuhin Kanta Pandey","SEBI aims to enhance capital formation and market depth through streamlined regulations and increased investor participation, says Tuhin Kanta Pandey.","BusinessLine",1768746137436,1
"2026-01-18T16:04:57.519516","NEWS","HDFC Bank and RIL among top 10 stock holdings of ICICI Prudential Mutual Fund in December","ICICI Prudential Mutual Fund had an AUM of Rs 11.49 lakh crore as on December 31, 2025 thereby becoming the second largest fund house based on assets managed. Here are the top 10 stock holdings of the fund house, according to a report by Motilal Oswal Financi…","Economictimes.com",1768746137436,1
"2026-01-17T18:42:42.078690","GOOGL","Real-time update for GOOGL","GOOGL trading at $330.0000, -0.8354% change.","Alpha Vantage",1768746137436,1
"2026-01-17T19:13:53.142194","NEWS","ITGR CLASS REMINDER: Integer Holdings Corporation Class Action Deadline February 9 – Investors Notified to Contact BFA Law to Protect Your Rights","Integer Holdings Corporation Class Action Deadline February 9 – Investors Notified to Contact BFA Law to Protect Your Rights...","GlobeNewswire",1768746137436,1
"2026-01-18T14:50:05.890143","NEWS","Hot Mics and Hard Truths: Inside the Chaos of Earnings Season","If you’ve ever wondered what modern capitalism sounds like, it’s not a trading floor or a Silicon Valley pitch deck. It’s an endlessly patient operator saying, “Ladies and gentlemen, thank you for standing by,” followed by a chief financial officer reading nu…","pymnts.com",1768746137436,1
"2026-01-18T01:31:37.388402","NEWS","Bitcoin Price Will Still Rally Above $99,000 Despite Bearish Sentiment, Here’s Why","Crypto analyst TARA has predicted that the Bitcoin price will still rally despite bearish signals that have surfaced. She highlighted why the flagship crypto could reach this level and what could happen once it touches the price target.\u{a0} Analyst Predicts Bitc…","newsBTC",1768746137436,1
"2026-01-17T18:49:35.605699","NEWS","Madhu Kela picks up stake in this stock market proxy player in Q3","Veteran investor Madhu Kela has bought a stake in Emkay Global. This signals new interest in the financial services firm. Ace investor Dolly Khanna has trimmed her holding. Emkay Global is a diversified financial services company. Kela's entry is watched clos…","The Times of India",1768746137436,1
"2026-01-18T02:14:08.303362","NEWS","Save Up to 60% Off at Decathlon on Sports, Outdoor & Fitness Gear","If you’re looking to stay active in 2026 without overspending, Decathlon Canada’s Clearance Sale is the place to start. With savings up to 60% off, this event delivers serious value across sports equipment, fitness gear, apparel, footwear, and outdoor essenti…","redflagdeals.com",1768746137436,1
"2026-01-18T06:18:10.679927","AMZN","Real-time update for AMZN","AMZN trading at $239.1200, 0.3947% change.","Alpha Vantage",1768746137436,1
"2026-01-18T19:40:33.522320","NEWS","My Favorite Artificial Intelligence Stock to Buy Right Now","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]","Yahoo Entertainment",1768746137436,1
"2026-01-18T15:58:53.270275","NEWS","HDFC Bank and RIL among top 10 stock holdings of ICICI Prudential Mutual Fund in December","ICICI Prudential Mutual Fund had an AUM of Rs 11.49 lakh crore as on December 31, 2025 thereby becoming the second largest fund house based on assets managed. Here are the top 10 stock holdings of the fund house, according to a report by Motilal Oswal Financi…","Economictimes.com",1768746137436,1
"2026-01-17T18:49:17.170614","AMZN","Real-time update for AMZN","AMZN trading at $239.1200, 0.3947% change.","Alpha Vantage",1768746137436,1
"2026-01-18T15:38:45.355082","NEWS","Why Democrats are gearing up to oppose a bill to curtail stock trading in Congress","\"This bill is a scam. It is not a congressional stock trading ban,\" Rep. Alexandria Ocasio-Cortez told Business Insider.","Business Insider",1768746137436,1
"2026-01-18T02:38:25.958037","NEWS","Michigan football gets wave of key players announcing return in 2026","Safety Rod Moore and DE Trey Pierce are among the most important pieces who recently announced they will return for Michigan football in 2026.","Detroit Free Press",1768746137436,1
"2026-01-17T20:04:01.107490","NEWS","Our favorite 3-in-1 wireless charger is on sale for 32 percent off","Now that the winter holidays are well and truly past, now's the perfect time to take stock of your tech setup. If you were gifted (or gifted yourself) some new gear in December, make sure that you've got the proper accessories to keep that gear performing at …","Slashdot.org",1768746137436,1
"2026-01-18T18:15:06.663781","NEWS","ROSEN, A LEADING INVESTOR RIGHTS LAW FIRM, Encourages Vistagen Therapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - VTGN","NEW YORK, Jan. 17, 2026 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, announces a class action lawsuit on behalf of purchasers of common stock of Vistagen Therapeutics, Inc. (NASDAQ: VTGN) between April 1, 2024 and December 16, 2…","GlobeNewswire",1768746137436,1
"2026-01-18T05:10:27.198440","NEWS","Lancet rejects Trump's 'politicisation' of paracetamol use in pregnancy","Just months after US President Donald Trump warned women about taking paracetamol during pregnancy a new study finds there is no evidence linking the painkiller to autism in children.","ABC News (AU)",1768746137436,1
"2026-01-17T19:06:39.948814","NEWS","SRx Health Solutions Invests in Common Stock of Opendoor Technologies","NORTH PALM BEACH, Fla., Jan. 16, 2026 (GLOBE NEWSWIRE) -- SRx Health Solutions, Inc. (NYSE American: SRXH) (the \"Company\") today announced that it has invested in the common stock of Opendoor Technologies Inc., a leading digital platform for residential real …","GlobeNewswire",1768746137436,1
"2026-01-17T20:28:15.959594","NEWS","GameStop to Close 430 US Stores to Help Optimize Retail Footprint","GameStop plans to close more than 430 stores across the United States this month, The Verge reported Sunday (Jan. 11). The retailer’s fiscal year 2025 will end on Jan. 31, and the firm said in a Dec. 9 filing with the Securities and Exchange Commission that i…","pymnts.com",1768746137436,1
"2026-01-18T07:01:56.037112","NEWS","49ers vs Seahawks Predictions: Best Odds at Prediction Markets Like Kalshi","We break down the odds available for 49ers vs. Seahawks at prediction markets, ahead of their Wild Card Round game.","Covers.com",1768746137436,1
"2026-01-18T05:10:27.198663","NEWS","NCEA results 2025: Bay of Plenty students on exam stress and NCEA change","About 158,000 students could check their NCEA results online from Tuesday.","New Zealand Herald",1768746137436,1
"2026-01-18T03:14:56.089821","NEWS","The Legend Of Zelda Movie Will Stream Exclusively On Netflix Once It Leaves Theaters","Also: Nvidia RTX 5070 Ti isn't as dead as it sounds, at least according to Asus\nThe post The Legend Of Zelda Movie Will Stream Exclusively On Netflix Once It Leaves Theaters appeared first on Kotaku.","Kotaku",1768746137436,1
"2026-01-17T18:48:30.790023","AAPL","Real-time update for AAPL","AAPL trading at $255.5300, -1.0379% change.","Alpha Vantage",1768746137436,1
"2026-01-18T19:16:13.378217","NEWS","Dave Ramsey says this 1 indulgent purchase stops Americans from becoming wealthy. Here’s what he recommends instead?","'The way you know someone is going to stay middle class...'","Yahoo Entertainment",1768746137436,1
"2026-01-18T06:05:08.628692","NEWS","Tech Mahindra posts strongest December quarter in three years","Tech Mahindra posted its strongest quarterly performance in three years, with net profit rising 14% year-on-year to Rs 1,122 crore and revenue up 8% to Rs 14,393 crore, supported by large deal wins and core vertical growth. Margins improved for the ninth cons…","The Times of India",1768746137436,1
"2026-01-17T18:43:29.700238","NEWS","An Adobe InDesign Template for Book and Magazine Layouts","Design needs structure to thrive. This 48-page Adobe InDesign template by Tom Sarraipo provides a flexible, minimalist framework for book and magazine layouts that prioritizes content over decoration....","Weandthecolor.com",1768746137436,1
"2026-01-18T07:24:32.236642","NEWS","Meta to stop selling Quest headsets to businesses, discontinue multiple VR features","Meta Platforms Inc. will stop selling its Quest virtual reality headsets to business customers and discontinue a number of software services that run on the devices. The company announced the move on Thursday. The decision is not unexpected: Earlier this week…","SiliconANGLE News",1768746137436,1
"2026-01-17T20:58:43.705956","NEWS","CVS Health Corporation (CVS) Board Approves Quarterly Dividend As Cantor Fitzgerald and Bernstein Assert Bullishness","CVS Health Corporation (NYSE:CVS) is one of the best blue-chip stocks to buy for 2026. On January 6, CVS Health Corporation (NYSE:CVS)’s board approved a...","Yahoo Entertainment",1768746137436,1
"2026-01-18T00:06:27.928382","NEWS","Fund manager pulls plug on popular semiconductor stock","I've been investing in stocks since the early 1990s, and joined Wall Street's sell side nearly 30 years ago, so I remember clearly when semiconductor chip...","TheStreet",1768746137436,1
"2026-01-18T19:28:23.177329","NEWS","Dave Ramsey says this 1 indulgent purchase stops Americans from becoming wealthy. Here’s what he recommends instead?","'The way you know someone is going to stay middle class...'","Yahoo Entertainment",1768746137436,1
"2026-01-17T18:49:35.604470","NEWS","Raccoons break into liquor stores, scale skyscrapers and pick locks – studying their clever brains can clarify human intelligence, too","Trash pandas’ talent for escaping via lab vents may frustrate researchers, but their problem-solving skills make their brains a fascinating area of research.","The Conversation Africa",1768746137436,1
"2026-01-18T02:56:43.163946","NEWS","stock-viewer 0.1.1","Simple stock viewer program.","Pypi.org",1768746137436,1
"2026-01-17T18:43:29.699250","NEWS","Cédric Durand, After AI — Sidecar - New Left Review","Cédric Durand, After AI — SidecarNew Left Review AI has taken over the stock market. That could be a problem for your portfolio.The Boston Globe BofA shares the 'perfect' investing strategy to hedge an AI bubbleBusiness Insider AI Stocks Give Mixed Messages. …","Slashdot.org",1768746137436,1
"2026-01-17T18:30:16.623199","AAPL","Real-time update for AAPL","AAPL trading at $255.5300, -1.0379% change.","Alpha Vantage",1768746137436,1
"2026-01-18T15:32:40.378726","NEWS","ICYMI: the week's 7 biggest tech stories like Apple losing to Google, and Meta giving up on VR","The biggest tech news stories from Meta, Amazon, Apple, and more for January 17, 2026.","TechRadar",1768746137436,1
"2026-01-18T02:44:30.694284","NEWS","Micron breaks ground on humungous NY DRAM fab after beating bats and tree huggers","Chipmaker claims the four-fab site could expand US-based DRAM production by a factor of 12 Micron broke snowy winter ground in New York on Friday to begin building a chip fab that promises to bring up to 50,000 jobs and much-needed computer memory production …","Theregister.com",1768746137436,1
"2026-01-17T17:24:06.797510","NEWS","Saudi PIF moving $12bn of games firm shares to Savvy","The Saudi Arabian Public Investment Fund is moving billions of dollars of stock in game companies to its own Savvy Games Group. Read more","GamesIndustry.biz",1768746137436,1
"2026-01-17T17:18:01.422435","NEWS","$3.99 Bn Packaged Rice Noodles Markets - Global Forecast 2026-2032","Senior decision-makers can capitalize on the growing demand for convenient, health-oriented rice noodles by leveraging retail innovations, digital models, and sustainable practices. Key opportunities include niche product development, supply chain agility, an…","GlobeNewswire",1768746137436,1
"2026-01-18T04:21:45.479630","NEWS","Aventon’s former flagship Level 2 legacy e-bike assists you for up to 60 miles of your commuter at $1,499, more","Aventon continues to offer its three most popular legacy e-bikes with up to $500 savings, one of which is the Level 2 Commuter e-bike at $1,499 shipped. Normally priced at $1,899 without discounts, it’s more often been found keeping down around $1,599 over th…","9to5Toys",1768746137436,1
"2026-01-18T00:49:07.317180","NEWS","Is US stock market extremely overvalued? What the Shiller CAPE says about U.S. stock valuations today and what elevated CAPE levels have meant historically","U.S. stock market is flashing a major warning signal in January 2026. The Shiller CAPE ratio has surged to 39.85, a level seen only twice in 150 years. This metric, which tracks inflation-adjusted earnings over a decade, is now 135% above its historical avera…","The Times of India",1768746137436,1
"2026-01-18T06:05:08.633610","NEWS","Patriots playoff run a game-changer for Massachusetts economy: ‘Christmas in January’","As the Patriots keep on winning, Foxboro-area businesses are reaping in the team’s success with a boost in productivity they haven’t felt since Tom Brady and Bill Belichick made Gillette Stadium the place to be in January.","Boston Herald",1768746137436,1
"2026-01-18T00:18:36.719006","NEWS","President Trump Unveils The Great Healthcare Plan to Lower Costs and Deliver Money Directly to the People","President Donald J. Trump’s Great Healthcare Plan is a broad healthcare initiative that will slash prescription drug prices, reduce insurance premiums, hold big insurance companies accountable, and maximize price transparency in the American healthcare system…","Freerepublic.com",1768746137436,1
"2026-01-18T15:20:34.174780","NEWS","ICICI Bank Q3 Results: PAT falls 4% YoY to Rs 11,318 crore, below estimates","ICICI Bank Q3 Results: India's second largest private lender ICICI Bank on Saturday reported a 4% fall in its December quarter standalone net profit at Rs 11,318 crore compared to Rs 11,792 crore reported in the year ago period. The profit after tax (PAT) was…","The Times of India",1768746137436,1
"2026-01-18T06:42:02.195634","GOOGL","Real-time update for GOOGL","GOOGL trading at $330.0000, -0.8354% change.","Alpha Vantage",1768746137436,1
"2026-01-18T16:22:22.034649","NEWS","Crypto market steady at $3.22 trillion as Bitcoin consolidates near $95,300","Crypto markets stayed stable in mid-January with total capitalization at $3.22 trillion. Bitcoin consolidated near $95,000, while select altcoins gained. Analysts see a bullish structure, improving macro conditions, rising institutional participation, and pot…","The Times of India",1768746137436,1
"2026-01-18T03:39:14.453953","NEWS","Fantasy Baseball Offseason Tracker: Mets sign Bo Bichette to play third base, casting doubt on Brett Baty","Also, the biggest free agent prize has finally come off the board, going to the exact team you'd expect","CBS Sports",1768746137436,1
"2026-01-18T06:36:44.721948","NEWS","2025 Crypto Boom Backed By $50 Billion In Treasury Firm Purchases","According to CoinGecko’s annual report, crypto treasury companies were among the year’s biggest buyers even as prices fell. Their balance sheets grew sharply, and their actions left a clear mark on supply and markets. The numbers tell a story of heavy buying,…","newsBTC",1768746137436,1
